"OUT","Vaalilaji","Vaalipiirinumero","Kuntanumero","Tietuetyyppi","Äänestysaluetunnus","Vaalipiirin tunnus suomeksi","Vaalipiirin tunnus ruotsiksi","Pysyvä puoluetunniste","Vakiopuoluenumero","Listapuoluenumero","Vaaliliittonumero","Puolueen/ryhmän nimilyhenne suomeksi","Puolueen/ryhmän nimilyhenne ruotsiksi","Puolueen/ryhmän nimilyhenne englanniksi","Ehdokasnumero","alueen nimi suomeksi","alueen nimi ruotsiksi","Henkilön etunimi","Henkilön sukunimi","Sukupuoli","Ikä vaalipäivänä","Ammatti","Kotikunnan koodi","Kotikunnan nimi suomeksi","Kotikunnan nimi ruotsiksi","Ehdokkaan äidinkieli","Europarlamentaarikko","Kansanedustaja","Kunnanvaltuutettu","Maakuntavaltuutettu","Vaalitapahtuman nimilyhenne 1. vert.vaali","Ääniä 1. vertailuvaali","Ennakkoäänet lkm","Vaalipäivän äänet lkm","Äänet yhteensä lkm","Ennakkoäänet pros.","Vaalipäivän äänet pros.","Äänet yhteensä pros.","Valintatieto","Vertausluku","Sija","Lopullinen sija","Laskennan tila","Laskentavaihe","Tiedoston luontiaika","tmp","wikidata_qid_debug","wikipedia_birthyear","wikidata_birthyear","summary","wikidata_qid","grep_valintatieto"
"OUT","K","03","577","K","****","VAR","EGE","13","05","06","06","VIHR","GRÖNA","GREEN","0084","Paimio","Pemar","Minna","Nuotio",2,"041","kehityspäällikkö","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000000","0000034","0000071","0000105","0015","0025","0021",1,"0000204000","0021","0021","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0092","Paimio","Pemar","Markus","Kallio",1,"046","rengasasentaja","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000044","0000018","0000035","0000053","0008","0012","0010",1,"0000183333","0026","0026","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0094","Paimio","Pemar","Mervi","Kuusela",2,"063","kehitysvammahoitaja","577","Paimio","Pemar","FI",null,null,1,null,"KV-2012","0000050","0000022","0000026","0000048","0010","0009","0009",1,"0000157143","0029","0029","V","A",20170409222316,null,"ok",null,null,null,"Q28785414","valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0096","Paimio","Pemar","Seppo","Laitinen",1,"070","eläkeläinen","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000017","0000032","0000015","0000047","0014","0005","0009",1,"0000137500","0034","0034","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0097","Paimio","Pemar","Helena","Lahti",2,"060","suuhygienisti, Tehyn luottamusmies","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000000","0000051","0000035","0000086","0023","0012","0017",1,"0000275000","0016","0016","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0100","Paimio","Pemar","Sari","Murto",2,"048","FM, biologian- ja maantiedon opettaja","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000051","0000060","0000063","0000123","0027","0022","0024",1,"0001100000","0003","0003","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0103","Paimio","Pemar","Sari","Rannikko",2,"050","sairaanhoitaja","577","Paimio","Pemar","FI",null,null,1,null,"KV-2012","0000071","0000046","0000052","0000098","0021","0018","0019",1,"0000550000","0007","0007","V","A",20170409222316,null,"ok",null,null,null,"Q28785423","valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0111","Paimio","Pemar","Timo","Virta",1,"064","eläkeläinen, laskujenkäsittelijä","577","Paimio","Pemar","FI",null,null,1,null,"KV-2012","0000060","0000059","0000038","0000097","0027","0013","0019",1,"0000366667","0011","0011","V","A",20170409222316,null,"ok",null,null,null,"Q28785426","valintatieto:1"
"OUT","K","03","577","K","****","VAR","EGE","1","04","07","07","SDP","SDP","SDP","0112","Paimio","Pemar","Melina","Virtanen",2,"036","terveydenhoitaja, sairaanhoitaja","577","Paimio","Pemar","FI",null,null,null,null,"KV-2012","0000000","0000031","0000034","0000065","0014","0012","0013",1,"0000220000","0020","0020","V","A",20170409222316,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","4","02","01","01","KOK","SAML","NCP","0004","Parainen","Pargas","Petri","Abrahamsson",1,"043","kiinteistönvälittäjä","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000109","0000038","0000084","0000122","0011","0019","0016",1,"0000460500","0014","0014","V","A",20170409215611,null,"ok",null,null,null,"Q28785035","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","4","02","01","01","KOK","SAML","NCP","0014","Parainen","Pargas","Harri","Lehtinen",1,"061","rehtori, eläkkeellä","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000000","0000048","0000093","0000141","0014","0021","0018",1,"0000921000","0006","0006","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","4","02","01","01","KOK","SAML","NCP","0015","Parainen","Pargas","Kim","Lindstedt",1,"048","företagare, yrittäjä","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000082","0000029","0000053","0000082","0008","0012","0010",1,"0000230250","0031","0031","V","A",20170409215611,null,"ok",null,null,null,"Q28785044","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","4","02","01","01","KOK","SAML","NCP","0017","Parainen","Pargas","Markku","Orell",1,"069","talousneuvos, ekonomiråd","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000123","0000065","0000049","0000114","0019","0011","0015",1,"0000307000","0021","0021","V","A",20170409215611,null,"ok",null,null,null,"Q28785045","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","2","01","05","05","KESK","CENT","CENT","0027","Parainen","Pargas","Matti","Agge",1,"074","eläkeläinen, kaupallinen kalastaja","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000059","0000032","0000031","0000063","0009","0007","0008",1,"0000244000","0028","0028","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0040","Parainen","Pargas","Carita","Henriksson",2,"067","pensionerad vårdare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000182","0000047","0000060","0000107","0014","0014","0014",1,"0000303750","0022","0022","V","A",20170409215611,null,"ok",null,null,null,"Q28785070","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0043","Parainen","Pargas","Tapio","Karikko",1,"065","merkonomi, eläkeläinen","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000005","0000038","0000037","0000075","0011","0008","0010",1,"0000202500","0035","0035","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0048","Parainen","Pargas","Kyösti","Kurvinen",1,"042","lektor i idrott","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000120","0000051","0000092","0000143","0015","0021","0018",1,"0000607500","0010","0010","V","A",20170409215611,null,"ok",null,null,null,"Q28785072","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0049","Parainen","Pargas","Maria","Lindell-Luukkonen",2,"042","fil. mag.","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000075","0000042","0000079","0000121","0012","0018","0015",1,"0000405000","0017","0017","V","A",20170409215611,null,"ok",null,null,null,"Q28785076","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0050","Parainen","Pargas","Tom","Lindholm",1,"057","rörmontör, företagare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000075","0000035","0000043","0000078","0010","0010","0010",1,"0000243000","0029","0029","V","A",20170409215611,null,"ok",null,null,null,"Q28791390","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","1","04","06","06","SDP","SDP","SDP","0052","Parainen","Pargas","Vidar","Nyberg",1,"071","pensionär","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000227","0000079","0000069","0000148","0023","0016","0019",1,"0001215000","0004","0004","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0060","Parainen","Pargas","Maj","Björk",2,"066","lektor, pensionär","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000075","0000052","0000040","0000092","0015","0009","0012",1,"0000236625","0030","0030","V","A",20170409215611,null,"ok",null,null,null,"Q28784992","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0064","Parainen","Pargas","Kurt","Ekström",1,"050","jordbrukare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000122","0000048","0000045","0000093","0014","0010","0012",1,"0000252400","0026","0026","V","A",20170409215611,null,"ok",null,null,null,"Q28784994","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0065","Parainen","Pargas","Olof","Elenius",1,"066","ekonom","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000075","0000053","0000128","0022","0012","0016",1,"0000378600","0018","0018","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0070","Parainen","Pargas","Merja","Fredriksson",2,"061","skattesakkunnig, jur.kand.","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000143","0000080","0000079","0000159","0023","0018","0020",1,"0000540857","0011","0011","V","A",20170409215611,null,"ok",null,null,null,"Q28784998","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0071","Parainen","Pargas","Christer","Friis",1,"071","pensionär","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000084","0000117","0000059","0000176","0034","0013","0022",1,"0000757200","0008","0008","V","A",20170409215611,null,"ok",null,null,null,"Q28785000","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0074","Parainen","Pargas","Mikael","Holmberg",1,"055","agrolog, lantbrukare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000181","0000149","0000129","0000278","0043","0029","0035",1,"0003786000","0001","0001","V","A",20170409215611,null,"ok",null,null,null,"Q28785006","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0076","Parainen","Pargas","Tomas","Jansén",1,"047",null,"445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000058","0000025","0000052","0000077","0007","0012","0010",1,"0000210333","0034","0034","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0077","Parainen","Pargas","Kaj-Johan","Karlsson",1,"046","byggmästare, företagare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000128","0000042","0000080","0000122","0012","0018","0016",1,"0000315500","0020","0020","V","A",20170409215611,null,"ok",null,null,null,"Q28785013","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0081","Parainen","Pargas","Regina","Koskinen",2,"046","sjukskötare YH, yrkeslärare","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000082","0000045","0000057","0000102","0013","0013","0013",1,"0000270429","0025","0025","V","A",20170409215611,null,"ok",null,null,null,"Q28785017","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0085","Parainen","Pargas","Kurt","Lundqvist",1,"054","tekn. lic.","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000163","0000054","0000075","0000129","0016","0017","0016",1,"0000420667","0016","0016","V","A",20170409215611,null,"ok",null,null,null,"Q28785023","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0090","Parainen","Pargas","Folke","Pahlman",1,"066","pensionerad journalist","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000129","0000114","0000243","0038","0026","0031",1,"0001262000","0003","0003","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0092","Parainen","Pargas","Tarja","Rinne",2,"070","hum. kand., pensionär","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000101","0000063","0000044","0000107","0018","0010","0014",1,"0000291231","0024","0024","V","A",20170409215611,null,"ok",null,null,null,"Q28785029","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0093","Parainen","Pargas","Mona","Rönnholm",2,"057","pol. mag., ekonomichef","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000106","0000103","0000209","0031","0023","0027",1,"0000946500","0005","0005","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0094","Parainen","Pargas","Rolf","Schwartz",1,"027","företagare","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000026","0000139","0000165","0008","0032","0021",1,"0000631000","0009","0009","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0097","Parainen","Pargas","Daniel","Strömborg",1,"038","fotograf, fabriksarbetare","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000030","0000101","0000131","0009","0023","0017",1,"0000473250","0013","0013","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0100","Parainen","Pargas","Johanna","Tengström",2,"039","löneräknare","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000062","0000081","0000043","0000124","0024","0010","0016",1,"0000344182","0019","0019","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0101","Parainen","Pargas","Laura","Wickström",2,"024","försäljare","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000000","0000029","0000060","0000089","0008","0014","0011",1,"0000222706","0033","0033","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","5","07","07","07","RKP","SFP","SPP","0103","Parainen","Pargas","Staffan","Åberg",1,"039","ekon. mag.","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000130","0000119","0000249","0038","0027","0032",1,"0001893000","0002","0002","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","13","05","08","08","VIHR","GRÖNA","GREEN","0105","Parainen","Pargas","Sanna","Autio",2,"041","biolog, biologi","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000056","0000030","0000041","0000071","0009","0009","0009",1,"0000301333","0023","0023","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","13","05","08","08","VIHR","GRÖNA","GREEN","0106","Parainen","Pargas","Mia","Forssell",2,"035","biolog, biologi","445","Parainen","Pargas","SV",null,null,null,null,"KV-2012","0000000","0000016","0000049","0000065","0005","0011","0008",1,"0000226000","0032","0032","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","13","05","08","08","VIHR","GRÖNA","GREEN","0117","Parainen","Pargas","Helena","Särkijärvi",2,"043","fil. mag., lärare, FM, opettaja","445","Parainen","Pargas","FI",null,null,1,null,"KV-2012","0000082","0000075","0000148","0000223","0022","0034","0028",1,"0000904000","0007","0007","V","A",20170409215611,null,"ok",null,null,null,"Q28785095","valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","13","05","08","08","VIHR","GRÖNA","GREEN","0120","Parainen","Pargas","Mika","Wallin",1,"048","socionom YH, ungdomsarbetsledare, sosionomi AMK, nuorisotyönohjaaja","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000000","0000047","0000072","0000119","0014","0016","0015",1,"0000452000","0015","0015","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","15","06","09","09","VAS","VÄNST","LEFT","0123","Parainen","Pargas","Lotta","Laaksonen",2,"039","ympäristöneuvoja, maahanmuuttajien uraneuvoja","445","Parainen","Pargas","FI",null,null,null,null,"KV-2012","0000000","0000025","0000046","0000071","0007","0010","0009",1,"0000251000","0027","0027","V","A",20170409215611,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","445","K","****","VAR","EGE","15","06","09","09","VAS","VÄNST","LEFT","0127","Parainen","Pargas","Nina","Söderlund",2,"056","pol. mag., valt. maist.","445","Parainen","Pargas","SV",null,null,1,null,"KV-2012","0000201","0000162","0000131","0000293","0047","0030","0037",1,"0000502000","0012","0012","V","A",20170409215611,null,"ok",null,null,null,"Q28785061","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","2","01","01","01","KESK","CENT","CENT","0002","Pyhäranta","Pyhäranta","Heidi","Arvonen",2,"024","terveydenhoitaja, sairaanhoitaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000009","0000019","0000028","0025","0028","0027",1,"0000091500","0010","0010","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","2","01","01","01","KESK","CENT","CENT","0003","Pyhäranta","Pyhäranta","Helka","Huttela",2,"060","yrittäjä","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000017","0000011","0000020","0000031","0030","0029","0029",1,"0000183000","0005","0005","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","2","01","01","01","KESK","CENT","CENT","0005","Pyhäranta","Pyhäranta","Pauli","Laivo",1,"064","vihannesviljelijä","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000012","0000015","0000027","0033","0022","0026",1,"0000061000","0016","0016","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","23","03","02","02","PS","SAF","FINNS","0012","Pyhäranta","Pyhäranta","Iiris","Peltomaa",2,"051","järjestelmäasiantuntija","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000079","0000008","0000018","0000026","0022","0026","0025",1,"0000059900","0017","0017","V","A",20170409213154,null,"ok",null,null,null,"Q28786507","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0013","Pyhäranta","Pyhäranta","Ville","Aerila",1,"031","yrittäjä","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000009","0000044","0000053","0025","0064","0050",1,"0000199667","0004","0004","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0014","Pyhäranta","Pyhäranta","Sari","From",2,"051","lastenohjaaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000004","0000022","0000026","0011","0032","0025",1,"0000054455","0018","0018","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0016","Pyhäranta","Pyhäranta","Mauri","Helminen",1,"060","myyntipäällikkö","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000058","0000011","0000037","0000048","0030","0054","0046",1,"0000149750","0006","0006","V","A",20170409213154,null,"ok",null,null,null,"Q28786510","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0023","Pyhäranta","Pyhäranta","Jyrki","Nurmi",1,"040","vesilaitoksen hoitaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000012","0000044","0000056","0033","0064","0053",1,"0000299500","0002","0002","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0024","Pyhäranta","Pyhäranta","Sinikka","Pirttinokka",2,"059","yrittäjä","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000021","0000036","0000057","0058","0052","0054",1,"0000599000","0001","0001","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0025","Pyhäranta","Pyhäranta","Mervi","Puonti",2,"054","maatalousyrittäjä, tieisännöitsijä","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000032","0000016","0000015","0000031","0044","0022","0029",1,"0000085571","0012","0012","V","A",20170409213154,null,"ok",null,null,null,"Q28786522","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0027","Pyhäranta","Pyhäranta","Mikko","Räsänen",1,"033","työnjohtaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000011","0000020","0000031","0030","0029","0029",1,"0000074875","0013","0013","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0028","Pyhäranta","Pyhäranta","Arto","Sainio",1,"056","toimitusjohtaja, diplomi-insinööri","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000028","0000020","0000048","0077","0029","0046",1,"0000119800","0008","0008","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0030","Pyhäranta","Pyhäranta","Asko","Tanhuanpää",1,"059","yrittäjä, toimittaja","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000033","0000006","0000025","0000031","0016","0036","0029",1,"0000066556","0015","0015","V","A",20170409213154,null,"ok",null,null,null,"Q28786546","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","4","02","03","02","KOK","SAML","NCP","0031","Pyhäranta","Pyhäranta","Teija","Valmunen-Karru",2,"051","yrittäjä","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000046","0000026","0000017","0000043","0071","0025","0041",1,"0000099833","0009","0009","V","A",20170409213154,null,"ok",null,null,null,"Q28786525","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","1","04","04","03","SDP","SDP","SDP","0032","Pyhäranta","Pyhäranta","Sari","Aaltonen",2,"050","yo-merkonomi, toimistosihteeri","631","Pyhäranta","Pyhäranta","FI",null,null,1,null,"KV-2012","0000036","0000031","0000048","0000079","0085","0070","0075",1,"0000136000","0007","0007","V","A",20170409213154,null,"ok",null,null,null,"Q28791392","valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","1","04","04","03","SDP","SDP","SDP","0033","Pyhäranta","Pyhäranta","Veikko","Fredriksson",1,"071","eläkeläinen","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000023","0000009","0000023","0000032","0025","0033","0030",1,"0000068000","0014","0014","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","1","04","04","03","SDP","SDP","SDP","0034","Pyhäranta","Pyhäranta","Jukka","Heinonen",1,"052","paperityöntekijä","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000000","0000026","0000063","0000089","0071","0091","0084",1,"0000272000","0003","0003","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","1","04","04","03","SDP","SDP","SDP","0035","Pyhäranta","Pyhäranta","Riitta","Lehtinen",2,"057","terveydenhoitaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000021","0000009","0000016","0000025","0025","0023","0024",1,"0000054400","0019","0019","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","631","K","****","VAR","EGE","1","04","04","03","SDP","SDP","SDP","0036","Pyhäranta","Pyhäranta","Markku","Poskiparta",1,"059","urheilukentänhoitaja","631","Pyhäranta","Pyhäranta","FI",null,null,null,null,"KV-2012","0000033","0000016","0000031","0000047","0044","0045","0045",1,"0000090667","0011","0011","V","A",20170409213154,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","23","03","01","01","PS","SAF","FINNS","0002","Pöytyä","Pöytyä","Farid","Harala",1,"041","pienyrittäjä","636","Pöytyä","Pöytyä","FI",null,null,null,null,"KV-2012","0000000","0000023","0000050","0000073","0013","0023","0018",1,"0000267000","0013","0013","V","A",20170409222144,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","23","03","01","01","PS","SAF","FINNS","0003","Pöytyä","Pöytyä","Katri","Keloniemi",2,"041","kanttori","636","Pöytyä","Pöytyä","FI",null,null,1,null,"KV-2012","0000059","0000025","0000040","0000065","0014","0019","0016",1,"0000133500","0028","0028","V","A",20170409222144,null,"ok",null,null,null,"Q28786630","valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","15","06","02","02","VAS","VÄNST","LEFT","0008","Pöytyä","Pöytyä","Mirjami","Flemmich",2,"059","valtiotieteen maisteri, sosiaalityöntekijä","636","Pöytyä","Pöytyä","FI",null,null,1,null,"KV-2012","0000133","0000100","0000074","0000174","0054","0034","0044",1,"0000311000","0010","0010","V","A",20170409222144,null,"ok",null,null,null,"Q28786577","valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","15","06","02","02","VAS","VÄNST","LEFT","0010","Pöytyä","Pöytyä","Matti","Rajala",1,"045","veneenrakentaja","636","Pöytyä","Pöytyä","FI",null,null,null,null,"KV-2012","0000000","0000027","0000038","0000065","0015","0018","0016",1,"0000155500","0023","0023","V","A",20170409222144,null,"none",null,null,null,null,"valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","4","02","03","03","KOK","SAML","NCP","0013","Pöytyä","Pöytyä","Ulla-Riitta","Arvola",2,"038","yksikön päällikkö, sairaanhoitaja","636","Pöytyä","Pöytyä","FI",null,null,1,null,"KV-2012","0000044","0000020","0000039","0000059","0011","0018","0015",1,"0000179500","0019","0019","V","A",20170409222144,null,"ok",null,null,null,"Q28786642","valintatieto:1"
"OUT","K","03","636","K","****","VAR","EGE","4","02","03","03","KOK","SAML","NCP","0020","Pöytyä","Pöytyä","Matti","Kaurila",1,"064","myynti-insinööri, perhehoitaja","636","Pöytyä","Pöytyä","FI",null,null,null,null,"KV-2012","0000000","0000025","0000027","0000052","0014","0013","0013",1,"0000153857","0024","0024","V","A",20170409222144,null,"none",null,null,null,null,"valintatieto:1"
